,name,bus_longitude,bus_latitude
1301,Földerichplatz,13.193384,52.5210465
1302,Földerichplatz,13.193572099999999,52.52095870000001
1303,Am Omnibushof,13.186296300000002,52.5173941
1304,Am Omnibushof,13.186198800000001,52.51793120000001
1305,Märkische Allee/Alt-Friedrichsfelde,13.5405865,52.509821200000005
1306,U Theodor-Heuss-Platz Süd,13.272707500000001,52.5087127
1307,Welsestraße,13.5269358,52.569610100000006
1308,Welsestraße,13.527903,52.5695885
1309,Tierheim Berlin/Dorfstraße,13.5424579,52.5685394
1310,Dessauer Straße,13.5501687,52.5688753
1311,Dessauer Straße,13.550908999999999,52.569137
1312,Falkenberg/Dorfstraße,13.536474499999999,52.570288299999994
1313,Falkenberg/Dorfstraße,13.535925199999998,52.570502399999995
1314,Rabensteiner Straße,13.577144400000002,52.566702600000006
1315,Rabensteiner Straße,13.5790562,52.5659003
1316,Belziger Ring,13.5795405,52.56388570000001
1317,Belziger Ring,13.5792075,52.5634162
1318,Havemannstraße/Kemberger Straße,13.5803679,52.565389100000004
1319,Schwarzburger Straße,13.5726093,52.5606054
1320,Schwarzburger Straße,13.574282199999999,52.56049870000001
1321,Trusetaler Straße,13.564364300000001,52.561096400000004
1322,Trusetaler Straße,13.5631794,52.5614078
1323,Märkische Allee/Wuhletalstraße,13.5567742,52.5603003
1324,Märkische Allee/Wuhletalstraße,13.5563965,52.5604132
1325,S Mehrower Allee,13.555311300000001,52.5574079
1326,S Mehrower Allee,13.555237400000001,52.557649600000005
1327,Sella-Hasse-Straße,13.5590103,52.5564976
1328,Sella-Hasse-Straße,13.561113,52.5561078
1329,Schleusinger Straße,13.563292800000001,52.5565188
1330,Schleusinger Straße,13.5635126,52.5563115
1331,Rudolf-Leonhard-Straße,13.5724042,52.54947239999999
1332,Rudolf-Leonhard-Straße,13.5730187,52.5504947
1333,Brodowiner Ring,13.5786005,52.5477892
1334,Landsberger Chaussee/Zossener Straße,13.5880285,52.5491416
1335,Klausdorfer Straße,13.592543,52.5476448
1336,Klausdorfer Straße,13.59291,52.5478354
1337,Alte Hellersdorfer Straße/Zossener Straße,13.592001000000002,52.5455955
1338,Gothaer Straße/Alte Hellersdorfer Straße,13.5906932,52.541473100000005
1339,Wilhelmsmühlenweg,13.612461900000001,52.5087819
1340,Neuenhagener Straße,13.6094049,52.510895999999995
1341,Gielsdorfer Straße,13.6061901,52.50957710000001
1342,Am Kornfeld,13.601852599999999,52.5105282
1343,Am Kornfeld,13.601587400000001,52.510514799999996
1344,Franzburger Straße,13.5963614,52.51115849999999
1345,Franzburger Straße,13.5969695,52.5110695
1346,Mädewalder Weg,13.588567000000001,52.5058116
1347,Planitzstraße,13.587422,52.5108355
1348,Treptower Straße/Harzer Straße,13.453555999999999,52.482587800000005
1349,Treptower Straße/Harzer Straße,13.453579300000001,52.4827382
1350,Brockenstraße,13.450756599999998,52.4841868
1351,Elsenstraße,13.4485294,52.4853253
1352,Brockenstraße,13.451055199999999,52.483874899999996
1353,Elsenstraße,13.449219199999998,52.4848262
1354,Landsberger Allee/Blumberger Damm,13.5710394,52.54519570000001
1355,Im Domstift/Groß-Ziethener Straße,13.4124095,52.394018100000004
1356,Bornhagenweg,13.412290400000002,52.390511
1357,Franz-Körner-Straße,13.448476600000001,52.458048399999996
1358,Mertensstraße/Goltzstraße,13.2150361,52.564751199999996
1359,Mertensstraße/Goltzstraße,13.215482399999999,52.56459520000001
1360,Mertensstraße,13.209729000000001,52.565373
1361,Hiroshimasteg,13.358031599999999,52.5069975
1362,Charlottenstraße/Chausseestraße,13.145790599999998,52.4155826
1363,Charlottenstraße/Chausseestraße,13.144964199999999,52.414944299999995
1364,Wilhelmplatz,13.1428704,52.412535999999996
1365,Wilhelmplatz,13.1418079,52.4129287
1366,Pfaueninselchaussee/Königstraße,13.15385,52.4189935
1367,Pfaueninselchaussee/Königstraße,13.154025299999999,52.4188586
1368,Am Kleinen Wannsee,13.1664976,52.420317600000004
1369,Am Kleinen Wannsee,13.1682604,52.420688500000004
1370,Wannseebrücke,13.174393099999998,52.4203561
1371,Wannseebrücke,13.1741325,52.4202104
1372,Sodener Straße,13.305503400000001,52.472701
1373,Sodener Straße,13.306139499999999,52.47256779999999
1374,Hermannstraße/Mariendorfer Weg,13.432768099999999,52.465185899999994
1375,Mengerzeile,13.4437041,52.4876603
1376,Mengerzeile,13.443070800000001,52.488122700000005
1377,Papenberger Weg,13.2101956,52.5786431
1378,Papenberger Weg,13.210135500000002,52.5785478
1379,Rustweg,13.211695800000001,52.57508589999999
1380,Rustweg,13.211565099999998,52.5756924
1381,Aalemannufer,13.212497099999998,52.573582200000004
1382,Niklasstraße,13.229525,52.433471999999995
1383,Niklasstraße,13.2300057,52.434197600000005
1384,Potsdamer Chaussee/Lindenthaler Allee,13.229681699999999,52.4313177
1385,Potsdamer Chaussee/Lindenthaler Allee,13.2299886,52.431850600000004
1386,Bergholzstraße,13.417018300000002,52.460209899999995
1387,Saalburgstraße,13.412113,52.4573194
1388,Saalburgstraße,13.412428899999998,52.45724860000001
1389,Industriestraße,13.409978400000002,52.4556287
1390,Rixdorfer Straße/Ullsteinstraße,13.4084891,52.453472899999994
1391,Rixdorfer Straße/Ullsteinstraße,13.406934,52.4526733
1392,Colditzstraße/Ullsteinstraße,13.3970494,52.4530261
1393,Volkmarstraße/Ullsteinstraße,13.3920703,52.453109600000005
1394,U Ullsteinstraße / Ordensmeisterstraße,13.3840812,52.45612579999999
1395,Rathaus Tempelhof,13.385496599999998,52.462989799999995
1396,Oberlandstraße Mitte,13.410071799999999,52.4641622
1397,Helmholtzstraße,13.3204598,52.520176
1398,Berner Straße,13.292652800000003,52.432668400000004
1399,Berner Straße,13.293084400000001,52.43275229999999
1400,Weisestraße,13.423165300000003,52.480360399999995
1401,Uhlandstraße/Kantstraße,13.326431099999999,52.5054683
1402,Charité - Campus Mitte,13.3790063,52.525707499999996
1403,Charité - Campus Mitte,13.3791525,52.5260064
1404,Schumannstraße,13.3793525,52.5236517
1405,Schumannstraße,13.379490900000002,52.5239368
1406,Döberitzer Straße,13.367724599999999,52.530883499999995
1407,Döberitzer Straße,13.3678921,52.5310926
1408,U Rohrdamm,13.2643846,52.5374591
1409,Mommsenstraße,13.3136022,52.503527600000005
1410,Mommsenstraße,13.313274100000001,52.503043299999995
1411,Württembergallee,13.2653891,52.509053
1412,Amtsgerichtsplatz,13.295786800000002,52.5067178
1413,Amtsgerichtsplatz,13.2944812,52.50692610000001
1414,Kaiser-Friedrich-Straße/Kantstraße,13.3030059,52.50666210000001
1415,Kaiser-Friedrich-Straße/Kantstraße,13.301352599999998,52.5068902
1416,Theater des Westens,13.329297699999998,52.5053155
1417,Zentraler Festplatz,13.3050086,52.552625600000006
1418,Bohnsdorfer Weg,13.5390744,52.4172456
1419,Herrfurthstraße,13.4269659,52.477776500000004
1420,Samoastraße,13.3537737,52.541601899999996
1421,Samoastraße,13.354498999999999,52.5416272
1422,Kiautschoustraße,13.357850899999999,52.5409243
1423,Kiautschoustraße,13.357459400000002,52.541238799999995
1424,S Nordbahnhof/Gartenstraße,13.3879492,52.5330179
1425,Theodor-Heuss-Weg,13.385416199999998,52.5350499
1426,Theodor-Heuss-Weg,13.385581900000002,52.5351703
1427,S Nordbahnhof/Gartenstraße,13.3872228,52.53374720000001
1428,Nettelbeckplatz/S Wedding,13.370686800000001,52.5444622
1429,Gerichtstraße/Hochstraße,13.3750896,52.5433333
1430,S Humboldthain,13.378449100000001,52.54456139999999
1431,Humboldtsteg,13.3815293,52.5469441
1432,Maxstraße,13.364123699999999,52.54936479999999
1433,U Nauener Platz,13.3668386,52.55135309999999
1434,Schererstraße,13.3693489,52.5478399
1435,Schererstraße,13.3688736,52.548621700000005
1436,Gartenplatz,13.384701999999999,52.5381231
1437,Gartenplatz,13.384054800000001,52.5386272
1438,Gartenstraße/Feldstraße,13.3832171,52.53713079999999
1439,Gartenstraße/Feldstraße,13.3837216,52.53644870000001
1440,Usedomer Straße/Feldstraße,13.3865154,52.5389751
1441,Usedomer Straße/Feldstraße,13.3864958,52.53914820000001
1442,Rügener Straße,13.3903512,52.54535260000001
1443,Gleimstraße,13.397988699999999,52.545985200000004
1444,Gleimstraße,13.3981326,52.5460785
1445,Wolliner Straße,13.4012741,52.5400549
1446,Demminer Straße,13.3992876,52.5429392
1447,Demminer Straße,13.3997329,52.5423988
1448,Lortzingstraße,13.3993087,52.5441223
1449,Lortzingstraße,13.3990138,52.54441189999999
1450,S+U Gesundbrunnen,13.3884147,52.549024100000004
1451,S+U Gesundbrunnen,13.3885018,52.5484169
1452,Teschendorfer Weg,13.3607779,52.59431120000001
1453,Alt-Marzahn,13.563387400000002,52.5418675
1454,Alt-Marzahn,13.564097199999997,52.542149699999996
1455,Teschendorfer Weg,13.360970300000002,52.5944966
1456,Jan-Petersen-Straße,13.5610732,52.54722460000001
1457,Jan-Petersen-Straße,13.561534699999997,52.547439000000004
1458,Köthener Straße,13.5553571,52.563908700000006
1459,Köthener Straße,13.554805599999998,52.5637473
1460,Boxberger Straße,13.537514000000002,52.554652600000004
1461,Boxberger Straße,13.539233300000001,52.5540838
1462,Otto-Rosenberg-Str.,13.545866199999999,52.553402399999996
1463,Otto-Rosenberg-Str.,13.544012099999998,52.5537205
1464,Prerower Platz,13.5038864,52.5629963
1465,Prerower Platz,13.5065018,52.5635303
1466,Lloyd-G.-Wells-Straße,13.2252053,52.423583799999996
1467,Lloyd-G.-Wells-Straße,13.2264728,52.4238821
1468,Fennbrücke,13.3609292,52.5381701
1469,Fennbrücke,13.3609866,52.53808670000001
1470,Am Nordhafen,13.362999199999999,52.5386843
1471,Am Nordhafen,13.363455900000002,52.538645200000005
1472,Schieritzstraße,13.437747400000001,52.545993700000004
1473,Schieritzstraße,13.438850599999999,52.546928099999995
1474,Holländerstraße/Aroser Allee,13.3544451,52.56204029999999
1475,Holländerstraße/Aroser Allee,13.3531544,52.562170900000005
1476,Holländerstraße/Aroser Allee,13.3538663,52.562493200000006
1477,Holländerstraße/Aroser Allee,13.353730599999999,52.5617439
1478,Goebelplatz,13.2801953,52.53817339999999
1479,Havelschanze,13.207858100000001,52.5535448
1480,Havelschanze,13.207888699999998,52.5544437
1481,Am Birkenhügel,13.136794,52.411614
1482,Am Birkenhügel,13.137490900000001,52.4117836
1483,Hahn-Meitner-Platz,13.1337175,52.4114957
1484,S Wannsee,13.1776701,52.4214834
1485,S Wannsee,13.178421799999999,52.421423100000005
1486,Stölpchensee,13.1437253,52.4094188
1487,Stölpchensee,13.1438554,52.4094502
1488,Hubertusbrücke,13.1433956,52.405288399999996
1489,Neue Kreisstraße,13.141352599999998,52.399469200000006
1490,Neue Kreisstraße,13.141817999999999,52.3996482
1491,Kätchenweg,13.1435122,52.397962400000004
1492,Kätchenweg,13.143221400000002,52.3975598
1493,Königsweg,13.140463199999997,52.3965524
1494,Königsweg,13.1412823,52.396883200000005
1495,Nibelungenstraße,13.180967800000001,52.418648
1496,Nibelungenstraße,13.1806929,52.4189393
1497,Waldfriedhof Zehlendorf,13.209072199999998,52.42607720000001
1498,Waldfriedhof Zehlendorf,13.2092592,52.4257866
1499,Quantzstraße,13.203840300000001,52.4239878
1500,Quantzstraße,13.2027922,52.423214
1501,Isoldestraße,13.188487699999998,52.419322799999996
1502,Isoldestraße,13.1881425,52.419040100000004
1503,Lissabonallee,13.2244318,52.4291948
1504,Lissabonallee,13.2243706,52.4289027
1505,S Mexikoplatz,13.2318659,52.437153099999996
1506,Altkanzlerstraße,13.244896599999999,52.4465542
1507,Altkanzlerstraße,13.2441475,52.446386
1508,Siebenendenweg,13.2478397,52.4483265
1509,Siebenendenweg,13.247492999999999,52.44841329999999
1510,U Onkel Toms Hütte,13.254508300000001,52.4502428
1511,U Onkel Toms Hütte,13.2544832,52.4504929
1512,Im Gestell,13.2565128,52.4480554
1513,Im Gestell,13.256236600000001,52.4485606
1514,Am Fischtal,13.2584843,52.4464459
1515,Am Fischtal,13.258121,52.4465946
1516,Schützallee/Riemeisterstraße,13.261772500000001,52.441429500000005
1517,Schützallee/Riemeisterstraße,13.261555800000002,52.4422213
1518,Scharfestraße,13.262332999999998,52.4379627
1519,Scharfestraße,13.2622357,52.43845329999999
1520,Zehlendorf Eiche,13.2604465,52.434748600000006
1521,Zehlendorf Eiche,13.2600391,52.43441020000001
1522,Rathaus Zehlendorf,13.259035999999998,52.433229700000005
1523,Rübezahlweg,13.132362200000001,52.4257299
1524,Rübezahlweg,13.132319699999998,52.4256631
1525,Pfaueninsel,13.1235462,52.428426
1526,Tillmannsweg,13.184242600000001,52.423962599999996
1527,Tillmannsweg,13.1832022,52.423610499999995
1528,Badeweg,13.1865488,52.4320029
1529,Badeweg,13.1861324,52.4319471
1530,Am Sandwerder,13.185805300000002,52.4274418
1531,Am Sandwerder,13.186383,52.4270106
1532,Wasserwerk Beelitzhof,13.184880499999998,52.429748700000005
1533,Wasserwerk Beelitzhof,13.185191099999999,52.430197899999996
1534,Wannseebadweg,13.1890236,52.43353199999999
1535,Wannseebadweg,13.188429300000001,52.4333937
1536,Kronprinzessinnenweg/Havelchaussee,13.1994671,52.4427353
1537,Kronprinzessinnenweg/Havelchaussee,13.1994432,52.4425483
1538,Großes Fenster,13.192837699999998,52.451459
1539,Großes Fenster,13.1931769,52.4509221
1540,Lindwerder,13.196632899999999,52.466903
1541,Lindwerder,13.1965059,52.467108700000004
1542,Havelchaussee,13.1903361,52.4585858
1543,Havelchaussee,13.1902701,52.458814000000004
1544,Ragniter Allee,13.235974599999999,52.507032900000006
1545,Ragniter Allee,13.2345459,52.5071449
1546,Mohrunger Allee,13.249170999999999,52.5080531
1547,Mohrunger Allee,13.2494783,52.50786020000001
1548,Haus des Rundfunks,13.2765443,52.5070792
1549,Haus des Rundfunks,13.276774599999998,52.5075673
1550,U Theodor-Heuss-Platz,13.272860099999999,52.509966500000004
1551,Gembitzer Straße,13.5031146,52.5538912
1552,Luxemburger Straße,13.354835500000002,52.543861899999996
1553,Lindhorstweg,13.500739300000001,52.441473800000004
1554,Lindhorstweg,13.5007529,52.4416745
1555,U Uhlandstraße,13.326117800000002,52.50282070000001
1556,U Uhlandstraße,13.3261035,52.502536
1557,S Humboldthain,13.377932300000001,52.544349600000004
1558,Am Vierrutenberg,13.344315599999998,52.613639899999995
1559,Titiseestraße,13.333002300000002,52.60756729999999
1560,Titiseestraße,13.332800400000002,52.607468299999994
1561,Am Vierrutenberg,13.343948800000001,52.6136338
1562,Waltraudstraße,13.2631078,52.4513122
1563,Haus der Wannsee-Konferenz,13.163483600000001,52.4327654
1564,Gerichtstraße/Hochstraße,13.3750885,52.5435022
1565,Siemensstraße/Halskestraße,13.341742499999999,52.447341200000004
1566,Taubertstraße,13.2679207,52.484463399999996
1567,Neue Filandastraße,13.3319728,52.452637800000005
1568,Prenzlauer Allee/Ostseestraße,13.430915300000002,52.5511179
1569,Heinersdorfer Straße/Am Steinberg,13.433373999999999,52.557157499999995
1570,Heinersdorfer Straße/Am Steinberg,13.4339718,52.5569032
1571,Caligariplatz,13.431072899999998,52.5519304
1572,Dahlwitzer Straße/Greifswalder Straße,13.644000199999997,52.5273286
1573,Terwestenstraße,13.6465318,52.5216348
1574,Birkenhaag,13.4169041,52.3779703
1575,Kirchhainer Damm/Stadtgrenze,13.417762300000001,52.376834499999994
1576,Birkenhaag,13.416709599999999,52.377789299999996
1577,Kolonie Märkische Heide,13.414982,52.3800144
1578,Kolonie Märkische Heide,13.415029,52.3804078
1579,Mariannenplatz,13.424451699999999,52.5021304
1580,Mariannenplatz,13.424339100000001,52.5022844
1581,Waldemarstraße/Adalbertstraße,13.4209551,52.5032059
1582,Adalbertstraße/Oranienstraße,13.419025199999998,52.501069900000005
1583,Adalbertstraße/Oranienstraße,13.4196142,52.5011632
1584,Wrangelstraße,13.4299434,52.503327399999996
1585,Wrangelstraße,13.4300408,52.5036214
1586,Waldemarstraße/Adalbertstraße,13.421069500000002,52.5030845
1587,Motzstraße,13.3458491,52.4973627
1588,Motzstraße,13.3462987,52.497589100000006
1589,Teutonenstraße,13.193856,52.4284674
1590,U Wittenbergplatz,13.3419797,52.5018683
1591,Robert-Uhrig-Straße,13.5126424,52.5100439
1592,Alt-Friedrichsfelde/Rhinstraße,13.5183351,52.509493799999994
1593,Alt-Friedrichsfelde/Rhinstraße,13.5195286,52.509829700000004
1594,Akeleiweg,13.5117017,52.429672
1595,James-Franck-Straße,13.5230703,52.4283784
1596,James-Franck-Straße,13.52167,52.4284688
1597,Giesensdorfer Straße,13.313993700000001,52.4237674
1598,Giesensdorfer Straße,13.3150479,52.4243984
1599,Bogenstraße,13.316312300000002,52.4253569
1600,Bogenstraße,13.3163516,52.425557299999994
1601,Herwarthstraße,13.318289000000002,52.4323515
1602,Stadion Lichterfelde,13.3243201,52.4383137
1603,Stadion Lichterfelde,13.324284500000001,52.4381078
1604,Gärtnerstraße,13.326944899999999,52.439758499999996
1605,Gärtnerstraße,13.3279728,52.4405115
1606,Mozartstraße,13.3304995,52.4418434
1607,Mozartstraße,13.3330679,52.442561399999995
1608,Leonorenstraße/Siemensstraße,13.338167000000002,52.444140399999995
1609,Leonorenstraße/Siemensstraße,13.3385617,52.4440297
1610,Alt-Friedrichsfelde/Gensinger Straße,13.531645999999999,52.510645
1611,Reiler Straße,13.528773199999998,52.5175656
1612,Kröver Straße,13.530804500000002,52.5195485
1613,Merler Weg,13.533097,52.5224189
1614,Eichhorster Weg/Finsterwalder Straße,13.3417598,52.60024250000001
1615,Eichhorster Weg/Finsterwalder Straße,13.340727900000001,52.5998486
1616,Harriesstraße,13.2598693,52.546338399999996
1617,Harriesstraße,13.260002900000002,52.5457934
1618,Kötztinger Straße,13.5381684,52.4929579
1619,Rheinpfalzallee,13.539153299999999,52.489157299999995
1620,Rheinpfalzallee,13.5392921,52.48938029999999
1621,Wedekindstraße,13.4457296,52.5128446
1622,Wedekindstraße,13.447208100000001,52.513131099999995
1623,Stromstraße,13.3437815,52.528962
1624,U Reinickendorfer Straße/Fennstraße,13.368761300000001,52.5413858
1625,Schönerlinder Chaussee,13.4523788,52.6466811
1626,Schönerlinder Straße/Lindenhof,13.4436861,52.6384594
1627,Miraustraße,13.3092919,52.5837188
1628,Holzhauser Straße/Schubartstraße,13.3056315,52.582211300000004
1629,Grabensprung,13.5553753,52.497604700000004
1630,Straße zum Löwen,13.159505900000001,52.4270586
1631,John-Locke-Straße,13.4017299,52.3921021
1632,John-Locke-Straße,13.4016348,52.3917651
1633,Lichtenrader Damm 254,13.4070854,52.3897305
1634,Lichtenrader Damm 254,13.4075952,52.3897534
1635,Nürnberger Straße,13.4116539,52.3851843
1636,Nürnberger Straße,13.4117201,52.3846219
1637,Adalbertstraße,13.422335,52.50504
1638,Bethaniendamm,13.428123699999999,52.507096499999996
1639,Marchstraße,13.3227513,52.513547499999994
1640,U Ernst-Reuter-Platz,13.3223578,52.511473200000005
1641,Marchstraße,13.320550400000002,52.5132056
1642,Marchstraße,13.3222139,52.5134639
1643,Plantagenstr.,13.3290913,52.4540949
1644,Neue Filandastraße,13.3332899,52.452386499999996
1645,Plantagenstr.,13.3279788,52.4543929
1646,S Waidmannslust,13.320080800000001,52.60668489999999
1647,S Waidmannslust,13.3202084,52.6067245
1648,Schwelmer Straße,13.299598399999999,52.412449200000005
1649,Nordische Botschaften/Adenauer-Stiftung,13.351210199999999,52.509074
1650,Nordische Botschaften/Adenauer-Stiftung,13.3517589,52.5091255
1651,Nordische Botschaften/Adenauer-Stiftung,13.350573800000001,52.5096152
1652,Zinzendorfstraße,13.3312057,52.52218739999999
1653,Zinzendorfstraße,13.3318117,52.5222407
1654,Solinger Straße,13.335231599999998,52.5205887
1655,Solinger Straße,13.336170000000001,52.520528000000006
1656,Holzhauser Straße/Wittestraße,13.3006793,52.5797572
1657,Holzhauser Straße/Wittestraße,13.3011429,52.579721299999996
1658,Borsigwalder Weg,13.297649,52.585077399999996
1659,Borsigwalder Weg,13.298051300000001,52.5846289
1660,Conradstraße/Ernststraße,13.299688699999999,52.583325
1661,Schubartstraße/Ernststraße,13.3028402,52.584240599999994
1662,Conradstraße/Ernststraße,13.3004551,52.5833704
1663,Trettachzeile,13.2950386,52.58695279999999
1664,Trettachzeile,13.2946549,52.5874292
1665,Ollenhauerstraße,13.3267087,52.5644787
1666,Invalidensiedlung,13.284813,52.655134
1667,Invalidensiedlung,13.2849423,52.65526260000001
1668,Hubertusweg,13.290144699999999,52.6557827
1669,Hubertusweg,13.290518099999998,52.655750100000006
1670,Jägerstieg,13.293753299999999,52.6511772
1671,Jägerstieg,13.2939889,52.651054599999995
1672,Markgrafenstraße,13.295265400000002,52.637304099999994
1673,Konzer Platz,13.298609699999998,52.63938979999999
1674,Konzer Platz,13.2982813,52.6390083
1675,Am Pilz,13.3010875,52.642684200000005
1676,Am Pilz,13.300885999999998,52.6426184
1677,Fercher Straße,13.233577100000002,52.4231886
1678,S Lankwitz,13.3429419,52.4387693
1679,Goebenstraße,13.361193400000001,52.49398789999999
1680,Goebenstraße,13.360908499999999,52.4946562
1681,Rathaus Tempelhof,13.385168300000002,52.4629821
1682,Lichtenrader Damm/Barnetstraße,13.4068812,52.3942265
1683,Lichtenrader Damm/Barnetstraße,13.4064436,52.39330579999999
1684,Grimmstraße,13.4062535,52.397984
1685,Goethestraße/Potsdamer Straße,13.406383800000002,52.4049242
1686,Goethestraße/Potsdamer Straße,13.405959099999999,52.4037531
1687,U Kleistpark,13.3608243,52.49096120000001
1688,S+U Rathaus Steglitz,13.3198837,52.456290700000004
1689,S+U Rathaus Steglitz,13.3200318,52.4559596
1690,S+U Rathaus Steglitz,13.322157800000001,52.456201
1691,S+U Rathaus Steglitz,13.322564000000002,52.4562064
1692,Otto-Wels-Ring,13.4527009,52.43565600000001
1693,Otto-Wels-Ring,13.452855800000002,52.4352784
1694,Händelplatz,13.3156512,52.450040200000004
1695,Händelplatz,13.315204999999999,52.449852299999996
1696,Residenzstraße/Reginhardstraße,13.370274499999999,52.5599157
1697,Residenzstraße/Reginhardstraße,13.3701726,52.560031099999996
1698,Mickestraße,13.373074599999999,52.562014000000005
1699,Mickestraße,13.373266500000001,52.5623588
1700,Pankower Allee/Reginhardstraße,13.373637699999998,52.56407610000001
1701,Pankower Allee/Reginhardstraße,13.3733505,52.5646647
1702,Mittelbruchzeile,13.372736699999999,52.5673881
1703,Mittelbruchzeile,13.3729169,52.5673105
1704,U Residenzstraße,13.359816,52.570111700000005
1705,U Residenzstraße,13.361639000000002,52.5706115
1706,Breitkopfstraße,13.3637441,52.571610899999996
1707,Breitkopfstraße,13.364362300000002,52.57174739999999
1708,Emmentaler Straße/Reginhardstraße,13.366554500000001,52.572075899999994
1709,Raschdorffstraße,13.370267199999999,52.570201600000004
1710,Raschdorffstraße,13.369709,52.5703581
1711,Emmentaler Straße/Reginhardstraße,13.366405599999998,52.5722949
1712,Gotthardstraße/Holländerstraße,13.335046799999999,52.5648532
1713,Gotthardstraße/Holländerstraße,13.334660999999999,52.56488670000001
1714,Septimerbecken,13.341694400000002,52.566412899999996
1715,Septimerbecken,13.3421932,52.5665934
1716,Gotthardstraße/Teichstraße,13.347168700000001,52.56715500000001
1717,Gotthardstraße/Teichstraße,13.3470239,52.566872499999995
1718,Aroser Allee/Gotthardstraße,13.3504376,52.56756600000001
1719,Aroser Allee/Gotthardstraße,13.352054800000001,52.56760500000001
1720,Genfer Straße,13.3564954,52.569105099999994
1721,Genfer Straße,13.356947199999999,52.569064600000004
1722,Waldseeweg,13.313473199999999,52.620675600000006
1723,Waldseeweg,13.313298499999998,52.620689600000006
1724,Almutstraße,13.3171237,52.6154895
1725,Almutstraße,13.3172355,52.61519499999999
1726,Nordend,13.4010768,52.590539799999995
1727,Nordend,13.401187300000002,52.5902782
1728,Schönhauser Straße/Kirchstraße,13.3969103,52.5935483
1729,Schönhauser Straße/Kirchstraße,13.397256099999998,52.593188299999994
1730,Am Rollberg,13.3927981,52.595076799999994
1731,Am Rollberg,13.392642000000002,52.5950439
1732,Platz der Vereinten Nationen,13.4335755,52.522862399999994
1733,Platz der Vereinten Nationen,13.433226500000002,52.523415299999996
1734,U Krumme Lanke,13.2407533,52.442482
1735,U Krumme Lanke,13.2407793,52.442347700000006
1736,Hartmannsweilerweg,13.249280800000001,52.438609400000004
1737,Hartmannsweilerweg,13.2484344,52.438815299999995
1738,Plüschowstraße,13.251535999999998,52.4375484
1739,Plüschowstraße,13.2526331,52.43718810000001
1740,Bolchener Straße,13.275780599999997,52.4336837
1741,Bolchener Straße,13.2760089,52.43372900000001
1742,Dahlemer Weg,13.2785774,52.4322034
1743,Carstennstraße/Ringstraße,13.2855782,52.432759999999995
1744,Carstennstraße/Ringstraße,13.287746900000002,52.4327311
1745,Bundesarchiv,13.300049800000002,52.43236329999999
1746,Bundesarchiv,13.2996182,52.432477799999994
1747,Klinikum Spandau,13.209837400000001,52.550213
1748,Klinikum Spandau,13.2100457,52.55048829999999
1749,Mertensstraße,13.208994,52.565003000000004
1750,Rauchstraße,13.208597199999998,52.5613839
1751,Lissabonallee,13.2242581,52.429809999999996
1752,Spanische Allee/Potsdamer Chaussee,13.225028,52.429668799999995
1753,Krankenhaus Hubertus,13.2181639,52.432518
1754,Krankenhaus Hubertus,13.2194735,52.4321877
1755,Schopenhauerstraße,13.2114603,52.4340405
1756,Schopenhauerstraße,13.211666699999999,52.43393760000001
1757,Grunewaldstraße/Lepsiusstraße,13.315165300000002,52.4589037
1758,Alt-Buckow,13.435402999999999,52.423257899999996
1759,Alt-Buckow,13.4363172,52.4234159
1760,An den Achterhöfen,13.437880800000002,52.4215062
1761,An den Achterhöfen,13.4377126,52.4223279
1762,Alt-Buckow,13.436238399999999,52.4238783
1763,Alt-Buckow,13.436394199999999,52.4240305
1764,Tischlerzeile,13.447227700000001,52.426630100000004
1765,Britzer Garten,13.435236100000001,52.4281162
1766,Britzer Garten,13.434834099999998,52.4285145
1767,Dachdeckerweg,13.4349101,52.4318554
1768,Dachdeckerweg,13.4353791,52.432505000000006
1769,Stuthirtenweg,13.448015300000002,52.4177143
1770,Dröpkeweg,13.4489923,52.4194342
1771,Dröpkeweg,13.4487152,52.41970739999999
1772,Hasenhegerweg,13.449154,52.4212713
1773,Hasenhegerweg,13.449072199999998,52.4213774
1774,Landreiterweg,13.4538465,52.42169129999999
1775,Landreiterweg,13.4544789,52.4218529
1776,Pfarrer-Vogelsang-Weg,13.431703400000002,52.421812
1777,Pfarrer-Vogelsang-Weg,13.4317086,52.421923
1778,Steinträgerweg,13.439950199999998,52.424411
1779,Steinträgerweg,13.440728899999998,52.4243829
1780,Kolibriweg,13.454761900000001,52.4348922
1781,Kolibriweg,13.454943300000002,52.4349567
1782,Rotschwanzweg,13.456463099999999,52.437528099999994
1783,Rotschwanzweg,13.456644599999999,52.437586200000005
1784,Rudower Straße/Grüner Weg,13.456003400000002,52.44278520000001
1785,Klinikum Neukölln,13.4600366,52.43918789999999
1786,Wittelsbacherstraße/Augsburger Straße,13.418748999999998,52.3839184
1787,Pechsteinstraße,13.4245065,52.3854094
1788,Würzburger Straße,13.424728,52.3882593
1789,Tietjenstraße,13.423573800000002,52.3904849
1790,S Lichtenrade,13.3990829,52.38673729999999
1791,U Rathaus Reinickendorf,13.3250196,52.58860309999999
1792,Fulhamer Allee,13.436671300000002,52.4488171
1793,Paster-Behrens-Straße,13.4455555,52.445946
1794,Paster-Behrens-Straße,13.445749900000001,52.4456944
1795,Fulhamer Allee,13.436939800000001,52.4484689
1796,U Parchimer Allee,13.4493169,52.445789500000004
1797,Buschkrugallee/Parchimer Allee,13.4542261,52.4456147
1798,Rohdestraße,13.407283999999999,52.4601031
1799,Bergholzstraße,13.4172782,52.46005079999999
