,name,bus_longitude,bus_latitude
413,Hilbertstraße,13.3964155,52.3843832
414,Wolziger Zeile,13.3974647,52.3822013
415,Haynauer Straße,13.366303,52.435265599999994
416,Haynauer Straße,13.3654742,52.4352198
417,Maffeistraße Ost,13.3927855,52.391663799999996
418,Grenzweg Ost,13.391407399999999,52.394226
419,Buchholzweg,13.3185024,52.546673999999996
420,Buchholzweg,13.3183921,52.5464438
421,Deutsches Theater,13.383097400000002,52.5232005
422,Wildenbruchplatz,13.4439637,52.4844841
423,Erkstraße,13.440348199999999,52.4819564
424,Erkstraße,13.440705599999998,52.481539299999994
425,U Rathaus Neukölln,13.4356955,52.48069399999999
426,U Rathaus Neukölln / Alfred-Scholz-Platz,13.436149599999998,52.480122200000004
427,Harzer Straße/Wildenbruchstraße,13.4466758,52.486277199999996
428,Harzer Straße/Wildenbruchstraße,13.4461939,52.4861822
429,Harzer Straße/Wildenbruchstraße,13.4465307,52.4866191
430,Harzer Straße/Wildenbruchstraße,13.4466889,52.48612289999999
431,Modersohnstraße,13.457165300000002,52.502165399999996
432,Modersohnstraße,13.4579136,52.50192560000001
433,Malteserstraße/Kamenzer Damm,13.353572400000001,52.432410899999994
434,Holzhauser Straße/Schubartstraße,13.305204199999999,52.582102299999995
435,Holzhauser Straße/Schubartstraße,13.305959,52.5821355
436,Holzhauser Straße/Schubartstraße,13.305160800000001,52.5823261
437,Innungsstraße,13.308797,52.57930379999999
438,U Boddinstraße,13.425772199999997,52.4791103
439,Friedhöfe Columbiadamm,13.4094095,52.4819039
440,Friedhöfe Columbiadamm,13.408652100000001,52.4822045
441,Knobelsdorffstraße,13.281595300000001,52.513163399999996
442,Knobelsdorffstraße,13.281288,52.512439
443,Königin-Elisabeth-Straße/Spandauer Damm,13.279938000000001,52.518696
444,Königin-Elisabeth-Straße/Spandauer Damm,13.2805108,52.5179819
445,U Franz-Neumann-Platz,13.3649953,52.5627274
446,S Ahrensfelde,13.567552300000001,52.572479200000004
447,S Ahrensfelde,13.567024800000002,52.5724051
448,Flämingstraße,13.569003599999998,52.569261399999995
449,Flämingstraße,13.5678733,52.56974889999999
450,Barnimplatz,13.5729598,52.567935999999996
451,Barnimplatz,13.573599,52.56790970000001
452,Filehner Straße,13.5783815,52.4653326
453,Kleinschewskystraße,13.5728297,52.470554799999995
454,Josef-Orlopp-Straße/Vulkanstraße,13.4846932,52.523270200000006
455,Promenadenstraße,13.319921300000003,52.433897200000004
456,Promenadenstraße,13.320206900000002,52.4343628
457,Boothstraße,13.3215462,52.43560920000001
458,Boothstraße,13.321663699999998,52.4358689
459,Betriebshof Marzahn,13.584535999999998,52.549322399999994
460,U Freie Universität (Thielplatz),13.282614,52.451165100000004
461,U Freie Universität (Thielplatz),13.2820456,52.4514029
462,Forststraße,13.2364356,52.4403047
463,Forststraße,13.236252499999999,52.4399985
464,U Krumme Lanke,13.2402019,52.4430709
465,U Krumme Lanke,13.240597099999999,52.4429909
466,Onkel-Tom-Straße,13.250872,52.4497875
467,Onkel-Tom-Straße,13.251505300000002,52.450269999999996
468,Bahnhofstraße/Seelenbinderstraße,13.577740400000001,52.45683100000001
469,Blumberger Damm/Gärten der Welt,13.568712,52.5385265
470,Blumberger Damm/Gärten der Welt,13.5692954,52.53893910000001
471,Blumberger Damm/Eisenacher Straße,13.570117699999999,52.541303799999994
472,Blumberger Damm/Eisenacher Straße,13.569671300000001,52.5412088
473,Havelweg,13.2040915,52.4914767
474,Havelweg,13.2043071,52.4912361
475,Grunewaldturm,13.1979128,52.478628
476,Grunewaldturm,13.197988199999998,52.4782054
477,S+U Karl-Bonhoeffer-Nervenklinik,13.3331198,52.5793863
478,Spremberger Straße,13.591606900000002,52.535098100000006
479,Köpenicker Allee,13.5366685,52.485491
480,Museum Karlshorst,13.538781,52.48650210000001
481,Neuwieder Straße,13.5340783,52.491711800000004
482,U Oskar-Helene-Heim,13.2699344,52.4508876
483,U Oskar-Helene-Heim,13.2697755,52.4511178
484,U Oskar-Helene-Heim,13.270021900000001,52.450158200000004
485,U Oskar-Helene-Heim,13.2706734,52.4504731
486,Alt-Friedrichsfelde/Gensinger Straße,13.532278400000001,52.510158
487,Hahneberg,13.1438777,52.52400260000001
488,Hahneberg,13.1449858,52.5239118
489,Döberitzer Weg,13.133936499999999,52.528583700000006
490,Döberitzer Weg,13.132320300000002,52.52871089999999
491,Buschower Weg,13.1328372,52.5263456
492,Buschower Weg,13.132799800000003,52.526480799999995
493,Dubliner Straße,13.3484428,52.562183499999996
494,Dubliner Straße,13.3482682,52.5623605
495,Brienzer Straße,13.359806299999999,52.561875
496,Haarlemer Straße,13.4548529,52.453055299999995
497,U Jakob-Kaiser-Platz,13.294124599999998,52.536956599999996
498,U Jakob-Kaiser-Platz,13.2930589,52.5367081
499,Kurstraße,13.2180223,52.4283604
500,Kurstraße,13.218093,52.4280515
501,Wasgensteig,13.215207500000002,52.4273784
502,Wasgensteig,13.213811100000001,52.4273815
503,S+U Wittenau,13.336136999999999,52.595800600000004
504,Waldhaus-Klinik,13.2059891,52.4244756
505,S Mexikoplatz,13.231943300000001,52.4374697
